Sentence#,Word,Pos,Tag
293,.,PUNCT,O
294,Daily,ADJ,B-DATE
294,fatalities,NOUN,O
294,also,ADV,O
294,surged,VERB,O
294,to,ADP,O
294,more,ADJ,B-CARDINAL
294,than,ADP,I-CARDINAL
294,4000,NUM,I-CARDINAL
294,people,NOUN,O
294,during,ADP,O
294,the,DET,O
294,second,ADJ,B-CARDINAL
294,wave,NOUN,O
294,of,ADP,O
294,Covid-19,PROPN,B-DISEASE
294,",",PUNCT,O
294,from,ADP,O
294,1000,NUM,B-CARDINAL
294,-,SYM,O
294,1200,NUM,I-CARDINAL
294,fatalities,NOUN,B-EVENT
294,during,ADP,O
294,the,DET,O
294,first,ADJ,B-CARDINAL
294,wave,NOUN,O
294,peak,NOUN,O
294,.,PUNCT,O
295,Cumulatively,ADV,O
295,",",PUNCT,O
295,the,DET,O
295,corona,PROPN,B-DISEASE
295,virus,NOUN,I-DISEASE
295,has,AUX,O
295,claimed,VERB,O
295,the,DET,O
295,lives,NOUN,O
295,of,ADP,O
295,more,ADJ,B-CARDINAL
295,than,ADP,I-CARDINAL
295,three,NUM,I-CARDINAL
295,lakh,ADJ,O
295,people,NOUN,O
295,in,ADP,O
295,India,PROPN,B-NATION
295,so,ADV,O
295,far,ADV,O
295,.,PUNCT,O
296,During,ADP,O
296,both,DET,O
296,the,DET,O
296,Spanish,ADJ,B-DISEASE
296,flu,NOUN,I-DISEASE
296,and,CCONJ,O
296,the,DET,O
296,Covid-19,PROPN,B-DISEASE
296,pandemics,NOUN,I-DISEASE
296,",",PUNCT,O
296,the,DET,O
296,number,NOUN,O
296,of,ADP,O
296,fatalities,NOUN,B-EVENT
296,has,AUX,O
296,been,AUX,O
296,high,ADJ,O
296,in,ADP,O
296,India,PROPN,B-NATION
296,because,SCONJ,O
296,of,ADP,O
296,its,PRON,O
296,extremely,ADV,O
296,dense,ADJ,O
296,population,NOUN,O
296,.,PUNCT,O
297,This,PRON,O
297,is,AUX,O
297,perhaps,ADV,O
297,why,SCONJ,O
297,it,PRON,O
297,is,AUX,O
297,all,DET,O
297,the,PRON,O
297,more,ADV,O
297,necessary,ADJ,O
297,for,SCONJ,O
297,us,PRON,O
297,to,PART,O
297,not,PART,O
297,lower,VERB,O
297,our,PRON,O
297,guards,NOUN,O
297,against,ADP,O
297,Covid-19,PROPN,B-DISEASE
297,the,DET,O
297,moment,NOUN,O
297,we,PRON,O
297,sense,VERB,O
297,some,DET,O
297,respite,NOUN,O
297,.,PUNCT,O
298,The,DET,O
298,medical,ADJ,O
298,infrastructure,NOUN,O
298,facilities,NOUN,O
298,also,ADV,O
298,need,VERB,O
298,to,PART,O
298,be,AUX,O
298,strong,ADJ,O
298,enough,ADV,O
298,to,PART,O
298,support,VERB,O
298,people,NOUN,O
298,when,SCONJ,O
298,they,PRON,O
298,fall,VERB,O
298,ill,ADV,O
298,en,ADP,O
298,masse,NOUN,O
298,of,ADP,O
298,Covid-19,NOUN,B-DISEASE
298,infection,VERB,B-EVENT
298,.,PUNCT,O
299,On,ADP,O
299,20,NUM,B-DATE
299,May,PROPN,I-DATE
299,",",PUNCT,O
299,India,NOUN,B-NATION
299,government,NOUN,O
299,notified,VERB,O
299,the,DET,O
299,World,PROPN,O
299,Health,PROPN,O
299,Organisation,PROPN,O
299,of,ADP,O
299,a,DET,O
299,confirmed,VERB,I-EVENT
299,outbreak,NOUN,B-EVENT
299,of,ADP,O
299,Nipah,PROPN,B-DISEASE
299,virus,NOUN,O
299,in,ADP,O
299,Kozhikode,PROPN,B-GPE
299,",",PUNCT,O
299,a,DET,O
299,district,NOUN,O
299,in,ADP,O
299,Kerala,PROPN,B-STATE
299,",",PUNCT,O
299,after,ADP,O
299,test,NOUN,O
299,samples,NOUN,O
299,examined,VERB,O
299,by,ADP,O
299,the,DET,O
299,National,PROPN,O
299,Institute,PROPN,O
299,of,ADP,O
299,Virology,PROPN,O
299,in,ADP,O
299,Pune,PROPN,O
299,.,PUNCT,O
300,By,ADP,O
300,the,DET,O
300,end,NOUN,O
300,of,ADP,O
300,the,DET,O
300,month,NOUN,O
300,",",PUNCT,O
300,19,NUM,B-CARDINAL
300,cases,NOUN,B-EVENT
300,of,ADP,O
300,the,DET,O
300,Nipah,PROPN,B-DISEASE
300,disease,NOUN,O
300,had,AUX,O
300,been,AUX,O
300,reported,VERB,B-EVENT
300,",",PUNCT,O
300,where,SCONJ,O
300,17,NUM,B-CARDINAL
300,of,ADP,O
300,them,PRON,O
300,succumbed,VERB,B-EVENT
300,to,ADP,I-EVENT
300,the,DET,O
300,deadly,ADJ,O
300,virus,NOUN,B-PATHOGEN
300,.,PUNCT,O
301,Nipah,PROPN,B-DISEASE
301,virus,NOUN,B-PATHOGEN
301,can,AUX,O
301,damage,VERB,O
301,the,DET,O
301,brain,NOUN,O
301,.,PUNCT,O
302,Nipah,PROPN,B-DISEASE
302,was,AUX,O
302,first,ADV,B-CARDINAL
302,isolated,VERB,O
302,in,ADP,O
302,the,DET,O
302,1990s,NOUN,I-DATE
302,following,VERB,O
302,an,DET,O
302,outbreak,NOUN,B-EVENT
302,in,ADP,O
302,Malaysia,PROPN,B-GPE
302,.,PUNCT,O
303,One,NUM,B-CARDINAL
303,doctor,NOUN,O
303,",",PUNCT,O
303,A,PRON,O
303,S,PROPN,O
303,Anoop,PROPN,B-PERSON
303,Kumar,PROPN,I-PERSON
303,",",PUNCT,O
303,head,NOUN,O
303,of,ADP,O
303,the,DET,O
303,critical,ADJ,O
303,care,NOUN,O
303,department,NOUN,O
303,at,ADP,O
303,Kozhikode,PROPN,B-GPE
303,Baby,PROPN,O
303,Memorial,PROPN,O
303,Hospital,PROPN,O
303,",",PUNCT,O
303,described,VERB,O
303,symptoms,NOUN,O
303,of,ADP,O
303,Nipah,PROPN,B-DISEASE
303,.,PUNCT,O
304,In,ADP,O
304,India,PROPN,B-NATION
304,",",PUNCT,O
304,the,DET,O
304,majority,NOUN,O
304,of,ADP,O
304,Nipah,PROPN,B-DISEASE
304,cases,NOUN,B-EVENT
304,occurred,VERB,O
304,among,ADP,O
304,those,PRON,O
304,in,ADP,O
304,close,ADJ,O
304,contact,NOUN,O
304,with,ADP,O
304,the,DET,O
304,first,ADJ,B-CARDINAL
304,victim,NOUN,O
304,",",PUNCT,O
304,or,CCONJ,O
304,patient,ADJ,O
304,zero,NUM,B-CARDINAL
304,",",PUNCT,O
304,and,CCONJ,O
304,further,ADJ,O
304,transmission,NOUN,O
304,of,ADP,O
304,the,DET,O
304,virus,NOUN,O
304,was,AUX,O
304,contained,VERB,O
304,within,ADP,O
304,two,NUM,B-CARDINAL
304,weeks,NOUN,O
304,due,ADP,O
304,to,ADP,O
304,the,DET,O
304,swift,ADJ,O
304,response,NOUN,O
304,of,ADP,O
304,central,ADJ,O
304,and,CCONJ,O
304,state,NOUN,O
304,government,NOUN,O
304,authorities,NOUN,O
304,.,PUNCT,O
305,Before,SCONJ,O
305,the,DET,O
305,Nipah,PROPN,B-DISEASE
305,outbreak,NOUN,B-EVENT
305,was,AUX,O
305,confirmed,VERB,I-EVENT
305,",",PUNCT,O
305,the,DET,O
305,Kerala,PROPN,B-STATE
305,state,NOUN,O
305,Health,PROPN,O
305,Minister,PROPN,O
305,",",PUNCT,O
305,K,PROPN,O
305,K,PROPN,O
305,Shylaja,PROPN,B-PERSON
305,",",PUNCT,O
305,commenced,VERB,O
305,coordinated,ADJ,O
305,efforts,NOUN,O
305,between,ADP,O
305,state,NOUN,O
305,health,NOUN,O
305,departments,NOUN,O
305,and,CCONJ,O
305,private,ADJ,O
305,hospitals,NOUN,O
305,.,PUNCT,O
306,A,DET,O
306,slew,NOUN,O
306,of,ADP,O
306,services,NOUN,O
306,were,AUX,O
306,initiated,VERB,O
306,",",PUNCT,O
306,including,VERB,O
306,a,DET,O
306,new,ADJ,O
306,helpline,NOUN,O
306,for,ADP,O
306,tracing,VERB,O
306,contact,NOUN,O
306,of,ADP,O
306,Nipah,PROPN,B-DISEASE
306,affected,VERB,O
306,persons,NOUN,O
306,.,PUNCT,O
307,More,ADJ,B-CARDINAL
307,than,ADP,I-CARDINAL
307,2500,NUM,I-CARDINAL
307,people,NOUN,O
307,who,PRON,O
307,had,AUX,O
307,been,AUX,O
307,in,ADP,O
307,contact,NOUN,O
307,with,ADP,O
307,the,DET,O
307,19,NUM,B-CARDINAL
307,Nipah,PROPN,B-DISEASE
307,infected,VERB,I-EVENT
307,patients,NOUN,O
307,were,AUX,O
307,subsequently,ADV,O
307,isolated,ADJ,O
307,;,PUNCT,O
307,special,ADJ,O
307,ambulances,NOUN,O
307,and,CCONJ,O
307,hospitals,NOUN,O
307,were,AUX,O
307,equipped,VERB,O
307,with,ADP,O
307,Nipah,PROPN,B-DISEASE
307,quarantined,VERB,O
307,cells,NOUN,O
307,and,CCONJ,O
307,financial,ADJ,O
307,reimbursements,NOUN,O
307,were,AUX,O
307,issued,VERB,O
307,to,ADP,O
307,Nipah,PROPN,B-DISEASE
307,virus,NOUN,O
307,patients,NOUN,O
307,.,PUNCT,O
307,In,ADP,O
307,addition,NOUN,O
307,",",PUNCT,O
307,thousands,NOUN,B-CARDINAL
307,of,ADP,O
307,tablets,NOUN,O
307,and,CCONJ,O
307,antiviral,ADJ,O
307,medicines,NOUN,O
307,were,AUX,O
307,imported,VERB,O
307,from,ADP,O
307,Malaysia,PROPN,B-GPE
307,",",PUNCT,O
307,following,VERB,O
307,offers,NOUN,O
307,of,ADP,O
307,help,NOUN,O
307,from,ADP,O
307,countries,NOUN,O
307,including,VERB,O
307,Australia,PROPN,B-NATION
307,to,PART,O
307,handle,VERB,O
307,Nipah,PROPN,B-DISEASE
307,outbreak,NOUN,B-EVENT
307,.,PUNCT,O
308,In,ADP,O
308,2009,NUM,O
308,",",PUNCT,O
308,the,DET,O
308,flu,NOUN,B-DISEASE
308,pandemic,NOUN,I-DISEASE
308,",",PUNCT,O
308,or,CCONJ,O
308,H1N1,PROPN,B-DISEASE
308,outbreak,NOUN,B-EVENT
308,",",PUNCT,O
308,jolted,VERB,O
308,India,PROPN,B-NATION
308,",",PUNCT,O
308,resulting,VERB,O
308,in,ADP,O
308,more,ADJ,O
308,than,ADP,O
308,1400,NUM,B-CARDINAL
308,reported,VERB,B-EVENT
308,deaths,NOUN,I-EVENT
308,.,PUNCT,O
309,The,DET,O
309,experience,NOUN,O
309,delivered,VERB,O
309,some,DET,O
309,hard,ADJ,O
309,lessons,NOUN,O
309,",",PUNCT,O
309,and,CCONJ,O
309,an,DET,O
309,effort,NOUN,O
309,to,PART,O
309,revamp,VERB,O
309,labs,NOUN,O
309,and,CCONJ,O
309,other,ADJ,O
309,facilities,NOUN,O
309,to,PART,O
309,contain,VERB,O
309,influenza,NOUN,B-DISEASE
309,was,AUX,O
309,begun,VERB,O
309,.,PUNCT,O
310,Private,ADJ,O
310,hospitals,NOUN,O
310,were,AUX,O
310,given,VERB,O
310,the,DET,O
310,lead,ADJ,O
310,role,NOUN,O
310,in,ADP,O
310,containing,VERB,O
310,the,DET,O
310,flu,NOUN,B-DISEASE
310,outbreak,NOUN,B-EVENT
310,because,SCONJ,O
310,government,NOUN,O
310,facilities,NOUN,O
310,were,AUX,O
310,scarce,ADJ,O
310,.,PUNCT,O
311,This,DET,O
311,public,ADJ,O
311,-,PUNCT,O
311,private,ADJ,O
311,collaboration,NOUN,O
311,also,ADV,O
311,occurred,VERB,O
311,during,ADP,O
311,the,DET,O
311,Nipah,PROPN,B-DISEASE
311,outbreak,NOUN,B-EVENT
311,.,PUNCT,O
312,Arun,PROPN,B-PERSON
312,Kumar,PROPN,I-PERSON
312,",",PUNCT,O
312,a,DET,O
312,virologist,NOUN,O
312,with,ADP,O
312,Manipal,PROPN,B-GPE
312,Centre,PROPN,O
312,for,ADP,O
312,Virus,PROPN,O
312,Research,PROPN,O
312,",",PUNCT,O
312,told,VERB,O
312,me,PRON,O
312,the,DET,O
312,links,NOUN,O
312,established,VERB,O
312,in,ADP,O
312,Kerala,PROPN,B-STATE
312,following,VERB,O
312,the,DET,O
312,2009,NUM,O
312,flu,NOUN,B-DISEASE
312,pandemic,NOUN,I-DISEASE
312,in,ADP,O
312,India,PROPN,B-NATION
312,greatly,ADV,O
312,improved,VERB,O
312,its,PRON,O
312,health,NOUN,O
312,systems,NOUN,O
312,.,PUNCT,O
313,Those,DET,O
313,investments,NOUN,O
313,are,AUX,O
313,paying,VERB,O
313,off,ADP,O
313,during,ADP,O
313,the,DET,O
313,current,ADJ,O
313,outbreak,NOUN,B-EVENT
313,of,ADP,O
313,Nipah,PROPN,B-DISEASE
313,",",PUNCT,O
313,as,SCONJ,O
313,the,DET,O
313,government,NOUN,O
313,and,CCONJ,O
313,private,ADJ,O
313,hospitals,NOUN,O
313,could,AUX,O
313,act,VERB,O
313,swiftly,ADV,O
313,in,ADP,O
313,tackling,VERB,O
313,the,DET,O
313,menace,NOUN,O
313,",",PUNCT,O
313,cutailing,VERB,O
313,the,DET,O
313,death,NOUN,O
313,toll,NOUN,O
313,to,ADP,O
313,17,NUM,B-CARDINAL
313,.,PUNCT,O
314,Over,ADP,O
314,two,NUM,B-CARDINAL
314,weeks,NOUN,O
314,of,ADP,O
314,perseverance,NOUN,O
314,and,CCONJ,O
314,hard,ADJ,O
314,work,NOUN,O
314,",",PUNCT,O
314,the,DET,O
314,Nipah,PROPN,B-DISEASE
314,virus,NOUN,B-PATHOGEN
314,was,AUX,O
314,contained,VERB,O
314,",",PUNCT,O
314,and,CCONJ,O
314,no,DET,O
314,new,ADJ,O
314,cases,NOUN,B-EVENT
314,have,AUX,O
314,been,AUX,O
314,reported,VERB,I-EVENT
314,since,SCONJ,O
314,30,NUM,B-DATE
314,May,PROPN,I-DATE
314,.,PUNCT,O
315,However,ADV,O
315,",",PUNCT,O
315,the,DET,O
315,area,NOUN,O
315,can,AUX,O
315,not,PART,O
315,be,AUX,O
315,declared,VERB,O
315,Nipah,PROPN,B-DISEASE
315,-,PUNCT,O
315,free,ADJ,O
315,until,ADP,O
315,",",PUNCT,O
315,according,VERB,O
315,the,DET,O
315,WHO,PROPN,O
315,guidelines,NOUN,O
315,",",PUNCT,O
315,42,NUM,B-CARDINAL
315,days,NOUN,O
315,have,AUX,O
315,passed,VERB,O
315,since,SCONJ,O
315,the,DET,O
315,last,ADJ,O
315,recorded,VERB,O
315,case,NOUN,B-EVENT
315,.,PUNCT,O
316,But,CCONJ,O
316,Kumar,PROPN,B-PERSON
316,was,AUX,O
316,insistent,ADJ,O
316,",",PUNCT,O
316,and,CCONJ,O
316,said,VERB,O
316,that,SCONJ,O
316,there,PRON,O
316,is,VERB,O
316,no,DET,O
316,need,NOUN,O
316,to,PART,O
316,panic,VERB,O
316,about,ADP,O
316,Nipah,PROPN,B-DISEASE
316,.,PUNCT,O
317,Despite,SCONJ,O
317,the,DET,O
317,gargantuan,ADJ,O
317,government,NOUN,O
317,efforts,NOUN,O
317,",",PUNCT,O
317,some,DET,O
317,practitioners,NOUN,O
317,of,ADP,O
317,alternative,ADJ,O
317,forms,NOUN,O
317,of,ADP,O
317,medicine,NOUN,O
317,made,VERB,O
317,conflicting,ADJ,O
317,statements,NOUN,O
317,in,ADP,O
317,social,ADJ,O
317,media,NOUN,O
317,",",PUNCT,O
317,even,ADV,O
317,casting,VERB,O
317,doubt,NOUN,O
317,over,ADP,O
317,the,DET,O
317,existence,NOUN,O
317,of,ADP,O
317,Nipah,PROPN,B-DISEASE
317,virus,NOUN,O
317,.,PUNCT,O
318,This,DET,O
318,confusion,NOUN,O
318,was,AUX,O
318,compounded,VERB,O
318,by,ADP,O
318,a,DET,O
318,string,NOUN,O
318,of,ADP,O
318,statements,NOUN,O
318,on,ADP,O
318,social,ADJ,O
318,media,NOUN,O
318,declaring,VERB,O
318,that,SCONJ,O
318,fruits,NOUN,O
318,were,AUX,O
318,a,DET,O
318,vehicle,NOUN,O
318,for,ADP,O
318,the,DET,O
318,Nipah,PROPN,B-PATHOGEN
318,virus,NOUN,I-PATHOGEN
318,.,PUNCT,O
319,This,PRON,O
319,led,VERB,O
319,to,ADP,O
319,the,DET,O
319,shutdown,NOUN,O
319,of,ADP,O
319,fruit,NOUN,O
319,shops,NOUN,O
319,not,PART,O
319,only,ADV,O
319,in,ADP,O
319,the,DET,O
319,Nipah,PROPN,B-DISEASE
319,virus,NOUN,O
319,-,PUNCT,O
319,affected,VERB,O
319,district,NOUN,O
319,but,CCONJ,O
319,also,ADV,O
319,thousands,NOUN,B-CARDINAL
319,of,ADP,O
319,kilometres,NOUN,O
319,away,ADV,O
319,in,ADP,O
319,Hyderabad,PROPN,B-GPE
319,",",PUNCT,O
319,leading,VERB,O
319,to,ADP,O
319,huge,ADJ,O
319,losses,NOUN,O
319,for,ADP,O
319,farmers,NOUN,O
319,and,CCONJ,O
319,vendors,NOUN,O
319,.,PUNCT,O
320,Distorted,ADJ,O
320,media,NOUN,O
320,statements,NOUN,O
320,led,VERB,O
320,to,ADP,O
320,other,ADJ,O
320,countries,NOUN,O
320,banning,VERB,O
320,Kerala,PROPN,B-STATE
320,fruits,NOUN,O
320,",",PUNCT,O
320,even,ADV,O
320,as,SCONJ,O
320,experts,NOUN,O
320,confirmed,VERB,I-EVENT
320,consumption,NOUN,O
320,of,ADP,O
320,the,DET,O
320,fruit,NOUN,O
320,was,AUX,O
320,safe,ADJ,O
320,to,PART,O
320,prevent,VERB,O
320,Nipah,PROPN,B-DISEASE
320,.,PUNCT,O
321,Previously,ADV,O
321,",",PUNCT,O
321,there,PRON,O
321,were,VERB,O
321,concerns,NOUN,O
321,that,SCONJ,O
321,remnants,NOUN,O
321,of,ADP,O
321,fruit,NOUN,O
321,partially,ADV,O
321,consumed,VERB,O
321,by,ADP,O
321,fruit,NOUN,O
321,bats,NOUN,O
321,led,VERB,O
321,to,ADP,O
321,the,DET,O
321,Nipah,PROPN,B-DISEASE
321,outbreak,NOUN,B-EVENT
321,",",PUNCT,O
321,as,SCONJ,O
321,occurred,VERB,O
321,in,ADP,O
321,Bangladesh,PROPN,B-GPE
321,in,ADP,O
321,2004,NUM,O
321,.,PUNCT,O
322,Treatment,NOUN,O
322,for,ADP,O
322,severe,ADJ,B-DISEASE
322,dengue,NOUN,I-DISEASE
322,is,AUX,O
322,supportive,ADJ,O
322,and,CCONJ,O
322,may,AUX,O
322,include,VERB,O
322,Fluids,PROPN,O
322,given,VERB,O
322,through,ADP,O
322,a,DET,O
322,vein,NOUN,O
322,",",PUNCT,O
322,Oxygen,PROPN,O
322,",",PUNCT,O
322,Blood,NOUN,B-DISEASE
322,pressure,NOUN,O
322,management,NOUN,O
322,and,CCONJ,O
322,Blood,NOUN,O
322,transfusions,NOUN,O
322,.,PUNCT,O
323,Recent,CCONJ,O
323,cases,NOUN,B-EVENT
323,of,ADP,O
323,Nipah,PROPN,B-DISEASE
323,when,SCONJ,O
323,the,DET,O
323,government,NOUN,O
323,had,AUX,O
323,already,ADV,O
323,taken,VERB,O
323,steps,NOUN,O
323,to,PART,O
323,quarantine,VERB,O
323,the,DET,O
323,patients,NOUN,O
323,and,CCONJ,O
323,their,PRON,O
323,close,ADJ,O
323,contacts,NOUN,O
323,.,PUNCT,O
324,Chellenton,PROPN,B-PERSON
324,Jayakrishnan,PROPN,I-PERSON
324,",",PUNCT,O
324,a,DET,O
324,neurologist,NOUN,O
324,at,ADP,O
324,Kozhikode,PROPN,B-GPE
324,Baby,PROPN,O
324,Memorial,PROPN,O
324,Hospital,PROPN,O
324,",",PUNCT,O
324,told,VERB,O
324,me,PRON,O
324,that,SCONJ,O
324,unlike,ADP,O
324,other,ADJ,O
324,viruses,NOUN,O
324,",",PUNCT,O
324,such,ADJ,O
324,as,ADP,O
324,swine,PROPN,B-DISEASE
324,flu,PROPN,I-DISEASE
324,",",PUNCT,O
324,Nipah,PROPN,B-DISEASE
324,virus,NOUN,I-DISEASE
324,does,AUX,O
324,not,PART,O
324,transmit,VERB,O
324,extensively,ADV,O
324,.,PUNCT,O
325,Nipah,PROPN,B-DISEASE
325,usually,ADV,O
325,gets,AUX,O
325,transmitted,VERB,O
325,to,ADP,O
325,people,NOUN,O
325,who,PRON,O
325,are,AUX,O
325,having,VERB,O
325,close,ADJ,O
325,contact,NOUN,O
325,",",PUNCT,O
325,like,ADP,O
325,the,DET,O
325,caregiver,NOUN,O
325,or,CCONJ,O
325,patient,PROPN,O
325,s,PART,O
325,relatives,NOUN,O
325,",",PUNCT,O
325,without,ADP,O
325,proper,ADJ,O
325,personal,ADJ,O
325,protection,NOUN,O
325,equipment,NOUN,O
325,",",PUNCT,O
325,like,ADP,O
325,a,DET,O
325,mask,NOUN,O
325,",",PUNCT,O
325,gloves,NOUN,O
325,",",PUNCT,O
325,etc,X,O
325,.,PUNCT,O
326,The,DET,O
326,lack,NOUN,O
326,of,ADP,O
326,awareness,NOUN,O
326,regarding,VERB,O
326,the,DET,O
326,Nipah,PROPN,B-DISEASE
326,virus,NOUN,I-DISEASE
326,has,AUX,O
326,triggered,VERB,O
326,new,ADJ,O
326,cases,NOUN,B-EVENT
326,.,PUNCT,O
327,Yet,CCONJ,O
327,the,DET,O
327,media,NOUN,O
327,games,NOUN,O
327,had,VERB,O
327,a,DET,O
327,profound,ADJ,O
327,effect,NOUN,O
327,on,ADP,O
327,the,DET,O
327,public,NOUN,O
327,",",PUNCT,O
327,with,ADP,O
327,many,ADJ,O
327,people,NOUN,O
327,taking,VERB,O
327,to,ADP,O
327,wearing,VERB,O
327,masks,NOUN,O
327,in,ADP,O
327,the,DET,O
327,streets,NOUN,O
327,after,SCONJ,O
327,authorities,NOUN,O
327,had,AUX,O
327,already,ADV,O
327,declared,VERB,O
327,that,SCONJ,O
327,only,ADV,O
327,people,NOUN,O
327,in,ADP,O
327,close,ADJ,O
327,contact,NOUN,O
327,with,ADP,O
327,the,DET,O
327,patients,NOUN,O
327,of,ADP,O
327,Nipah,PROPN,B-DISEASE
327,required,VERB,O
327,protection,NOUN,O
327,.,PUNCT,O
328,This,PRON,O
328,continued,VERB,O
328,even,ADV,O
328,after,ADP,O
328,14,NUM,B-DATE
328,June,PROPN,I-DATE
328,",",PUNCT,O
328,when,SCONJ,O
328,the,DET,O
328,remaining,VERB,O
328,Nipah,PROPN,B-DISEASE
328,-,PUNCT,O
328,affected,VERB,O
328,patients,NOUN,O
328,were,AUX,O
328,discharged,VERB,O
328,.,PUNCT,O
329,Media,NOUN,O
329,exaggeration,NOUN,O
329,and,CCONJ,O
329,misreporting,VERB,O
329,about,ADP,O
329,Nipah,PROPN,B-DISEASE
329,virus,NOUN,I-DISEASE
329,only,ADV,O
329,hindered,VERB,O
329,progress,NOUN,O
329,made,VERB,O
329,by,ADP,O
329,the,DET,O
329,government,NOUN,O
329,and,CCONJ,O
329,medical,ADJ,O
329,community,NOUN,O
329,.,PUNCT,O
330,The,DET,O
330,experience,NOUN,O
330,stands,VERB,O
330,again,ADV,O
330,as,ADP,O
330,a,DET,O
330,warning,NOUN,O
330,that,SCONJ,O
330,during,ADP,O
330,an,DET,O
330,outbreak,ADJ,B-EVENT
330,",",PUNCT,O
330,bad,ADJ,O
330,information,NOUN,O
330,can,AUX,O
330,be,AUX,O
330,just,ADV,O
330,as,ADV,O
330,dangerous,ADJ,O
330,as,ADP,O
330,the,DET,O
330,Nipah,PROPN,B-DISEASE
330,virus,NOUN,O
330,itself,PRON,O
330,.,PUNCT,O
331,Chickenpox,NOUN,B-DISEASE
331,causes,VERB,O
331,spots,NOUN,O
331,(,PUNCT,O
331,a,DET,O
331,rash,NOUN,O
331,),PUNCT,O
331,",",PUNCT,O
331,fever,NOUN,B-DISEASE
331,",",PUNCT,O
331,headache,NOUN,O
331,and,CCONJ,O
331,can,AUX,O
331,make,VERB,O
331,a,DET,O
331,child,NOUN,O
331,feel,VERB,O
331,generally,ADV,O
331,unwell,ADJ,O
331,.,PUNCT,O
332,Treatment,NOUN,O
332,of,ADP,O
332,Chickenpox,PROPN,B-DISEASE
332,aims,VERB,O
332,to,PART,O
332,ease,VERB,O
332,symptoms,NOUN,O
332,until,SCONJ,O
332,the,DET,O
332,illness,NOUN,O
332,goes,VERB,O
332,.,PUNCT,O
333,Chickenpox,ADJ,B-DISEASE
333,viral,ADJ,B-DISEASE
333,infection,NOUN,I-DISEASE
333,typically,ADV,O
333,affects,VERB,O
333,children,NOUN,O
333,",",PUNCT,O
333,which,PRON,O
333,is,AUX,O
333,why,SCONJ,O
333,the,DET,O
333,first,ADJ,O
333,dose,NOUN,O
333,of,ADP,O
333,varicella,NOUN,O
333,vaccine,NOUN,O
333,should,AUX,O
333,be,AUX,O
333,given,VERB,O
333,to,ADP,O
333,kids,NOUN,O
333,between,ADP,O
333,ages,NOUN,O
333,12,NUM,B-CARDINAL
333,and,CCONJ,O
333,15,NUM,B-CARDINAL
333,months,NOUN,O
333,and,CCONJ,O
333,the,DET,O
333,second,ADJ,O
333,dose,NOUN,O
333,from,ADP,O
333,age,NOUN,O
333,4,NUM,B-CARDINAL
333,to,PART,O
333,6,NUM,I-CARDINAL
333,.,PUNCT,O
334,Full,ADJ,O
334,recovery,NOUN,O
334,from,ADP,O
334,Chickenpox,PROPN,B-DISEASE
334,is,AUX,O
334,usual,ADJ,O
334,in,ADP,O
334,children,NOUN,O
334,aged,VERB,O
334,under,ADP,O
334,12,NUM,B-CARDINAL
334,years,NOUN,O
334,.,PUNCT,O
335,Since,SCONJ,O
335,chickenpox,NOUN,B-DISEASE
335,can,AUX,O
335,be,AUX,O
335,transmitted,VERB,O
335,through,ADP,O
335,direct,ADJ,O
335,contact,NOUN,O
335,with,ADP,O
335,the,DET,O
335,rash,NOUN,O
335,or,CCONJ,O
335,inhalation,NOUN,O
335,of,ADP,O
335,air,NOUN,O
335,droplets,NOUN,O
335,",",PUNCT,O
335,those,PRON,O
335,who,PRON,O
335,are,AUX,O
335,sick,ADJ,O
335,should,AUX,O
335,avoid,VERB,O
335,going,VERB,O
335,to,ADP,O
335,public,ADJ,O
335,areas,NOUN,O
335,to,PART,O
335,prevent,VERB,O
335,the,DET,O
335,infection,NOUN,B-EVENT
335,from,ADP,O
335,spreading,VERB,O
335,.,PUNCT,O
336,The,DET,O
336,COVID-19,NOUN,B-DISEASE
336,pandemic,NOUN,B-EVENT
336,has,AUX,O
336,taught,VERB,O
336,the,DET,O
336,young,ADJ,O
336,and,CCONJ,O
336,old,ADJ,O
336,alike,ADV,O
336,to,PART,O
336,mask,VERB,O
336,up,ADP,O
336,.,PUNCT,O
337,It,PRON,O
337,is,AUX,O
337,a,DET,O
337,habit,NOUN,O
337,worth,ADJ,O
337,encouraging,VERB,O
337,even,ADV,O
337,as,SCONJ,O
337,the,DET,O
337,pandemic,ADJ,O
337,COVID-19,NOUN,B-DISEASE
337,subsides,NOUN,O
337,.,PUNCT,O
338,As,SCONJ,O
338,influenza,NOUN,B-DISEASE
338,virus,NOUN,I-DISEASE
338,spreads,VERB,O
338,the,DET,O
338,same,ADJ,O
338,way,NOUN,O
338,",",PUNCT,O
338,through,ADP,O
338,the,DET,O
338,air,NOUN,O
338,and,CCONJ,O
338,via,ADP,O
338,touching,VERB,O
338,contaminated,VERB,O
338,objects,NOUN,O
338,.,PUNCT,O
339,Although,SCONJ,O
339,influenza,NOUN,B-DISEASE
339,viruses,NOUN,I-DISEASE
339,are,AUX,O
339,also,ADV,O
339,prevalent,ADJ,O
339,in,ADP,O
339,cold,ADJ,O
339,weather,NOUN,O
339,",",PUNCT,O
339,they,PRON,O
339,can,AUX,O
339,still,ADV,O
339,cause,VERB,O
339,summer,NOUN,O
339,flu,NOUN,B-DISEASE
339,.,PUNCT,O
340,Flu,PROPN,B-DISEASE
340,can,AUX,O
340,cause,VERB,O
